Ensembl ID	HPO	hgncSymbol
ENSG00000101871.14	Integument-abbnormality	MID1
ENSG00000046651.14	Integument-abbnormality	OFD1
ENSG00000165195.15	Integument-abbnormality	PIGA
ENSG00000177189.12	Integument-abbnormality	RPS6KA3
ENSG00000012174.11	Integument-abbnormality	MBTPS2
ENSG00000004848.7	Integument-abbnormality	ARX
ENSG00000169297.7	Integument-abbnormality	NR0B1
ENSG00000165168.7	Integument-abbnormality	CYBB
ENSG00000183337.16	Integument-abbnormality	BCOR
ENSG00000147044.20	Integument-abbnormality	CASK
ENSG00000182872.15	Integument-abbnormality	RBM10
ENSG00000130985.16	Integument-abbnormality	UBA1
ENSG00000102312.21	Integument-abbnormality	PORCN
ENSG00000147155.10	Integument-abbnormality	EBP
ENSG00000015285.10	Integument-abbnormality	WAS
ENSG00000102145.13	Integument-abbnormality	GATA1
ENSG00000094631.18	Integument-abbnormality	HDAC6
ENSG00000102103.15	Integument-abbnormality	PQBP1
ENSG00000102100.15	Integument-abbnormality	SLC35A2
ENSG00000102001.12	Integument-abbnormality	CACNA1F
ENSG00000101997.12	Integument-abbnormality	CCDC22
ENSG00000049768.14	Integument-abbnormality	FOXP3
ENSG00000126012.11	Integument-abbnormality	KDM5C
ENSG00000072501.17	Integument-abbnormality	SMC1A
ENSG00000172943.19	Integument-abbnormality	PHF8
ENSG00000158526.7	Integument-abbnormality	TSR2
ENSG00000102302.7	Integument-abbnormality	FGD1
ENSG00000158578.18	Integument-abbnormality	ALAS2
ENSG00000126970.15	Integument-abbnormality	ZC4H2
ENSG00000131080.14	Integument-abbnormality	EDA2R
ENSG00000169083.16	Integument-abbnormality	AR
ENSG00000090776.5	Integument-abbnormality	EFNB1
ENSG00000147168.12	Integument-abbnormality	IL2RG
ENSG00000184634.15	Integument-abbnormality	MED12
ENSG00000147099.19	Integument-abbnormality	HDAC8
ENSG00000147100.10	Integument-abbnormality	SLC16A2
ENSG00000102383.13	Integument-abbnormality	ZDHHC15
ENSG00000085224.21	Integument-abbnormality	ATRX
ENSG00000131174.4	Integument-abbnormality	COX7B
ENSG00000165240.18	Integument-abbnormality	ATP7A
ENSG00000147180.16	Integument-abbnormality	ZNF711
ENSG00000010671.15	Integument-abbnormality	BTK
ENSG00000102393.9	Integument-abbnormality	GLA
ENSG00000188153.12	Integument-abbnormality	COL4A5
ENSG00000077721.15	Integument-abbnormality	UBE2A
ENSG00000158290.16	Integument-abbnormality	CUL4B
ENSG00000122126.15	Integument-abbnormality	OCRL
ENSG00000122121.10	Integument-abbnormality	XPNPEP2
ENSG00000102034.16	Integument-abbnormality	ELF4
ENSG00000147257.13	Integument-abbnormality	GPC3
ENSG00000156531.16	Integument-abbnormality	PHF6
ENSG00000198689.10	Integument-abbnormality	SLC9A6
ENSG00000134595.8	Integument-abbnormality	SOX3
ENSG00000102081.13	Integument-abbnormality	FMR1
ENSG00000010404.17	Integument-abbnormality	IDS
ENSG00000171100.14	Integument-abbnormality	MTM1
ENSG00000147383.10	Integument-abbnormality	NSDHL
ENSG00000130821.15	Integument-abbnormality	SLC6A8
ENSG00000101986.11	Integument-abbnormality	ABCD1
ENSG00000102030.15	Integument-abbnormality	NAA10
ENSG00000196924.14	Integument-abbnormality	FLNA
ENSG00000160211.15	Integument-abbnormality	G6PD
ENSG00000269335.5	Integument-abbnormality	IKBKG
ENSG00000185010.13	Integument-abbnormality	F8
ENSG00000185515.14	Integument-abbnormality	BRCC3
ENSG00000176022.4	Limbs_abnormality	B3GALT6
ENSG00000157933.9	Limbs_abnormality	SKI
ENSG00000171680.21	Limbs_abnormality	PLEKHG5
ENSG00000054523.17	Limbs_abnormality	KIF1B
ENSG00000083444.16	Limbs_abnormality	PLOD1
ENSG00000116688.16	Limbs_abnormality	MFN2
ENSG00000117298.14	Limbs_abnormality	ECE1
ENSG00000162551.13	Limbs_abnormality	ALPL
ENSG00000142798.17	Limbs_abnormality	HSPG2
ENSG00000179163.11	Limbs_abnormality	FUCA1
ENSG00000117713.18	Limbs_abnormality	ARID1A
ENSG00000134684.10	Limbs_abnormality	YARS
ENSG00000188910.7	Limbs_abnormality	GJB3
ENSG00000163877.10	Limbs_abnormality	SNIP1
ENSG00000084073.8	Limbs_abnormality	ZMPSTE24
ENSG00000117425.13	Limbs_abnormality	PTCH2
ENSG00000157184.6	Limbs_abnormality	CPT2
ENSG00000116133.11	Limbs_abnormality	DHCR24
ENSG00000116704.7	Limbs_abnormality	SLC35D1
ENSG00000117528.11	Limbs_abnormality	ABCD3
ENSG00000117620.14	Limbs_abnormality	SLC35A3
ENSG00000060718.20	Limbs_abnormality	COL11A1
ENSG00000156150.6	Limbs_abnormality	ALX3
ENSG00000092607.13	Limbs_abnormality	TBX15
ENSG00000092621.11	Limbs_abnormality	PHGDH
ENSG00000134250.19	Limbs_abnormality	NOTCH2
ENSG00000265241.6	Limbs_abnormality	RBM8A
ENSG00000143368.9	Limbs_abnormality	SF3B4
ENSG00000143374.16	Limbs_abnormality	TARS2
ENSG00000143387.12	Limbs_abnormality	CTSK
ENSG00000160712.12	Limbs_abnormality	IL6R
ENSG00000177628.15	Limbs_abnormality	GBA
ENSG00000143622.10	Limbs_abnormality	RIT1
ENSG00000160789.19	Limbs_abnormality	LMNA
ENSG00000198400.11	Limbs_abnormality	NTRK1
ENSG00000132716.18	Limbs_abnormality	DCAF8
ENSG00000162735.18	Limbs_abnormality	PEX19
ENSG00000143217.8	Limbs_abnormality	NECTIN4
ENSG00000158887.15	Limbs_abnormality	MPZ
ENSG00000162733.16	Limbs_abnormality	DDR2
ENSG00000143183.16	Limbs_abnormality	TMCO1
ENSG00000135821.17	Limbs_abnormality	GLUL
ENSG00000116690.12	Limbs_abnormality	PRG4
ENSG00000118193.11	Limbs_abnormality	KIF14
ENSG00000118197.13	Limbs_abnormality	DDX59
ENSG00000143839.14	Limbs_abnormality	REN
ENSG00000117595.10	Limbs_abnormality	IRF6
ENSG00000054392.12	Limbs_abnormality	HHAT
ENSG00000143473.12	Limbs_abnormality	KCNH1
ENSG00000162769.12	Limbs_abnormality	FLVCR1
ENSG00000092969.11	Limbs_abnormality	TGFB2
ENSG00000067704.9	Limbs_abnormality	IARS2
ENSG00000143815.14	Limbs_abnormality	LBR
ENSG00000198835.3	Limbs_abnormality	GJC2
ENSG00000143632.14	Limbs_abnormality	ACTA1
ENSG00000116906.11	Limbs_abnormality	GNPAT
ENSG00000010072.15	Limbs_abnormality	SPRTN
ENSG00000116957.12	Limbs_abnormality	TBCE
ENSG00000143669.13	Limbs_abnormality	LYST
ENSG00000133019.11	Limbs_abnormality	CHRM3
ENSG00000117020.16	Limbs_abnormality	AKT3
ENSG00000162711.16	Limbs_abnormality	NLRP3
ENSG00000151779.12	Limbs_abnormality	NBAS
ENSG00000134323.11	Limbs_abnormality	MYCN
ENSG00000132031.12	Limbs_abnormality	MATN3
ENSG00000115204.14	Limbs_abnormality	MPV17
ENSG00000138002.14	Limbs_abnormality	IFT172
ENSG00000021574.11	Limbs_abnormality	SPAST
ENSG00000119878.5	Limbs_abnormality	CRIPT
ENSG00000143951.15	Limbs_abnormality	WDPCP
ENSG00000169604.19	Limbs_abnormality	ANTXR1
ENSG00000198380.12	Limbs_abnormality	GFPT1
ENSG00000135636.13	Limbs_abnormality	DYSF
ENSG00000003137.8	Limbs_abnormality	CYP26B1
ENSG00000116127.17	Limbs_abnormality	ALMS1
ENSG00000124356.15	Limbs_abnormality	STAMBP
ENSG00000163017.13	Limbs_abnormality	ACTG2
ENSG00000115275.11	Limbs_abnormality	MOGS
ENSG00000115486.11	Limbs_abnormality	GGCX
ENSG00000168878.16	Limbs_abnormality	SFTPB
ENSG00000115525.17	Limbs_abnormality	ST3GAL5
ENSG00000068654.15	Limbs_abnormality	POLR1A
ENSG00000068615.17	Limbs_abnormality	REEP1
ENSG00000172071.11	Limbs_abnormality	EIF2AK3
ENSG00000115665.8	Limbs_abnormality	SLC5A7
ENSG00000144061.12	Limbs_abnormality	NPHP1
ENSG00000169607.12	Limbs_abnormality	CKAP2L
ENSG00000074047.21	Limbs_abnormality	GLI2
ENSG00000264229.1	Limbs_abnormality	RNU4ATAC
ENSG00000136717.14	Limbs_abnormality	BIN1
ENSG00000115839.17	Limbs_abnormality	RAB3GAP1
ENSG00000169554.18	Limbs_abnormality	ZEB2
ENSG00000204406.12	Limbs_abnormality	MBD5
ENSG00000183091.19	Limbs_abnormality	NEB
ENSG00000115170.13	Limbs_abnormality	ACVR1
ENSG00000123607.14	Limbs_abnormality	TTC21B
ENSG00000128656.13	Limbs_abnormality	CHN1
ENSG00000128714.5	Limbs_abnormality	HOXD13
ENSG00000128710.5	Limbs_abnormality	HOXD10
ENSG00000018510.13	Limbs_abnormality	AGPS
ENSG00000155657.26	Limbs_abnormality	TTN
ENSG00000168542.14	Limbs_abnormality	COL3A1
ENSG00000144381.16	Limbs_abnormality	HSPD1
ENSG00000119042.16	Limbs_abnormality	SATB2
ENSG00000003393.14	Limbs_abnormality	ALS2
ENSG00000138413.13	Limbs_abnormality	IDH1
ENSG00000144452.14	Limbs_abnormality	ABCA12
ENSG00000115414.18	Limbs_abnormality	FN1
ENSG00000138375.12	Limbs_abnormality	SMARCAL1
ENSG00000135925.8	Limbs_abnormality	WNT10A
ENSG00000163501.6	Limbs_abnormality	IHH
ENSG00000135924.15	Limbs_abnormality	DNAJB2
ENSG00000175084.11	Limbs_abnormality	DES
ENSG00000135903.18	Limbs_abnormality	PAX3
ENSG00000144535.19	Limbs_abnormality	DIS3L2
ENSG00000171551.11	Limbs_abnormality	ECEL1
ENSG00000135902.9	Limbs_abnormality	CHRND
ENSG00000196811.11	Limbs_abnormality	CHRNG
ENSG00000233608.3	Limbs_abnormality	TWIST2
ENSG00000068024.16	Limbs_abnormality	HDAC4
ENSG00000130294.15	Limbs_abnormality	KIF1A
ENSG00000134121.9	Limbs_abnormality	CHL1
ENSG00000144455.13	Limbs_abnormality	SUMF1
ENSG00000182533.6	Limbs_abnormality	CAV3
ENSG00000154764.5	Limbs_abnormality	WNT7A
ENSG00000206561.12	Limbs_abnormality	COLQ
ENSG00000151092.16	Limbs_abnormality	NGLY1
ENSG00000170266.15	Limbs_abnormality	GLB1
ENSG00000172936.12	Limbs_abnormality	MYD88
ENSG00000160746.12	Limbs_abnormality	ANO10
ENSG00000160801.13	Limbs_abnormality	PTH1R
ENSG00000181555.20	Limbs_abnormality	SETD2
ENSG00000213689.11	Limbs_abnormality	TREX1
ENSG00000114270.17	Limbs_abnormality	COL7A1
ENSG00000173402.11	Limbs_abnormality	DAG1
ENSG00000114378.16	Limbs_abnormality	HYAL1
ENSG00000164087.7	Limbs_abnormality	POC1A
ENSG00000163933.9	Limbs_abnormality	RFT1
ENSG00000114251.14	Limbs_abnormality	WNT5A
ENSG00000136068.14	Limbs_abnormality	FLNB
ENSG00000163637.12	Limbs_abnormality	PRICKLE2
ENSG00000163421.8	Limbs_abnormality	PROK2
ENSG00000153283.12	Limbs_abnormality	CD96
ENSG00000181722.16	Limbs_abnormality	ZBTB20
ENSG00000113924.11	Limbs_abnormality	HGD
ENSG00000036828.15	Limbs_abnormality	CASR
ENSG00000173175.14	Limbs_abnormality	ADCY5
ENSG00000179348.11	Limbs_abnormality	GATA2
ENSG00000075785.12	Limbs_abnormality	RAB7A
ENSG00000004399.12	Limbs_abnormality	PLXND1
ENSG00000175054.14	Limbs_abnormality	ATR
ENSG00000152952.11	Limbs_abnormality	PLOD2
ENSG00000169359.13	Limbs_abnormality	SLC33A1
ENSG00000121879.3	Limbs_abnormality	PIK3CA
ENSG00000114450.9	Limbs_abnormality	GNB4
ENSG00000214160.9	Limbs_abnormality	ALG3
ENSG00000113790.10	Limbs_abnormality	EHHADH
ENSG00000127241.16	Limbs_abnormality	MASP1
ENSG00000073282.12	Limbs_abnormality	TP63
ENSG00000198836.8	Limbs_abnormality	OPA1
ENSG00000161217.11	Limbs_abnormality	PCYT1A
ENSG00000131127.13	Limbs_abnormality	ZNF141
ENSG00000127415.12	Limbs_abnormality	IDUA
ENSG00000068078.17	Limbs_abnormality	FGFR3
ENSG00000168924.14	Limbs_abnormality	LETM1
ENSG00000173040.12	Limbs_abnormality	EVC2
ENSG00000109705.7	Limbs_abnormality	NKX3-2
ENSG00000048342.15	Limbs_abnormality	CC2D2A
ENSG00000157796.17	Limbs_abnormality	WDR19
ENSG00000163069.12	Limbs_abnormality	SGCB
ENSG00000134853.11	Limbs_abnormality	PDGFRA
ENSG00000128039.10	Limbs_abnormality	SRD5A3
ENSG00000134851.12	Limbs_abnormality	TMEM165
ENSG00000138759.18	Limbs_abnormality	FRAS1
ENSG00000163297.16	Limbs_abnormality	ANTXR2
ENSG00000152795.17	Limbs_abnormality	HNRNPDL
ENSG00000138640.14	Limbs_abnormality	FAM13A
ENSG00000163104.17	Limbs_abnormality	SMARCAD1
ENSG00000138696.10	Limbs_abnormality	BMPR1B
ENSG00000145354.9	Limbs_abnormality	CISD2
ENSG00000145375.7	Limbs_abnormality	SPATA5
ENSG00000196159.11	Limbs_abnormality	FAT4
ENSG00000181541.5	Limbs_abnormality	MAB21L2
ENSG00000109654.14	Limbs_abnormality	TRIM2
ENSG00000164120.13	Limbs_abnormality	HPGD
ENSG00000038002.8	Limbs_abnormality	AGA
ENSG00000168538.15	Limbs_abnormality	TRAPPC11
ENSG00000109775.10	Limbs_abnormality	UFSP2
ENSG00000109536.11	Limbs_abnormality	FRG1
ENSG00000037474.14	Limbs_abnormality	NSUN2
ENSG00000112902.11	Limbs_abnormality	SEMA5A
ENSG00000150753.11	Limbs_abnormality	CCT5
ENSG00000242110.7	Limbs_abnormality	AMACR
ENSG00000164190.17	Limbs_abnormality	NIPBL
ENSG00000113594.9	Limbs_abnormality	LIFR
ENSG00000112964.13	Limbs_abnormality	GHR
ENSG00000113448.18	Limbs_abnormality	PDE4D
ENSG00000049167.13	Limbs_abnormality	ERCC8
ENSG00000130449.5	Limbs_abnormality	ZSWIM6
ENSG00000145675.14	Limbs_abnormality	PIK3R1
ENSG00000172062.16	Limbs_abnormality	SMN1
ENSG00000113163.15	Limbs_abnormality	COL4A3BP
ENSG00000164252.12	Limbs_abnormality	AGGF1
ENSG00000132842.13	Limbs_abnormality	AP3B1
ENSG00000113273.15	Limbs_abnormality	ARSB
ENSG00000145715.14	Limbs_abnormality	RASA1
ENSG00000081189.15	Limbs_abnormality	MEF2C
ENSG00000175745.11	Limbs_abnormality	NR2F1
ENSG00000164209.16	Limbs_abnormality	SLC25A46
ENSG00000134982.16	Limbs_abnormality	APC
ENSG00000145794.16	Limbs_abnormality	MEGF10
ENSG00000138829.11	Limbs_abnormality	FBN2
ENSG00000169567.11	Limbs_abnormality	HINT1
ENSG00000164405.10	Limbs_abnormality	UQCRQ
ENSG00000072364.12	Limbs_abnormality	AFF4
ENSG00000069011.15	Limbs_abnormality	PITX1
ENSG00000120729.9	Limbs_abnormality	MYOT
ENSG00000132563.15	Limbs_abnormality	REEP2
ENSG00000120725.12	Limbs_abnormality	SIL1
ENSG00000133706.17	Limbs_abnormality	LARS
ENSG00000169247.11	Limbs_abnormality	SH3TC2
ENSG00000155850.7	Limbs_abnormality	SLC26A2
ENSG00000113721.13	Limbs_abnormality	PDGFRB
ENSG00000113140.10	Limbs_abnormality	SPARC
ENSG00000170624.13	Limbs_abnormality	SGCD
ENSG00000174705.12	Limbs_abnormality	SH3PXD2B
ENSG00000120149.8	Limbs_abnormality	MSX2
ENSG00000165671.19	Limbs_abnormality	NSD1
ENSG00000131183.10	Limbs_abnormality	SLC34A1
ENSG00000027847.13	Limbs_abnormality	B4GALT7
ENSG00000087116.14	Limbs_abnormality	ADAMTS2
ENSG00000137285.9	Limbs_abnormality	TUBB2B
ENSG00000096696.13	Limbs_abnormality	DSP
ENSG00000137203.10	Limbs_abnormality	TFAP2A
ENSG00000145979.17	Limbs_abnormality	TBC1D7
ENSG00000204264.8	Limbs_abnormality	PSMB8
ENSG00000204248.10	Limbs_abnormality	COL11A2
ENSG00000095970.16	Limbs_abnormality	TREM2
ENSG00000112640.14	Limbs_abnormality	PPP2R5D
ENSG00000124813.20	Limbs_abnormality	RUNX2
ENSG00000008196.12	Limbs_abnormality	TFAP2B
ENSG00000112144.15	Limbs_abnormality	ICK
ENSG00000151914.19	Limbs_abnormality	DST
ENSG00000112280.15	Limbs_abnormality	COL9A1
ENSG00000119899.12	Limbs_abnormality	SLC17A5
ENSG00000111799.20	Limbs_abnormality	COL12A1
ENSG00000135317.12	Limbs_abnormality	SNX14
ENSG00000112234.8	Limbs_abnormality	FBXL4
ENSG00000112246.9	Limbs_abnormality	SIM1
ENSG00000112367.10	Limbs_abnormality	FIG4
ENSG00000112761.20	Limbs_abnormality	WISP3
ENSG00000123500.9	Limbs_abnormality	COL10A1
ENSG00000111817.16	Limbs_abnormality	DSE
ENSG00000152661.7	Limbs_abnormality	GJA1
ENSG00000118523.5	Limbs_abnormality	CTGF
ENSG00000112357.12	Limbs_abnormality	PEX7
ENSG00000112414.14	Limbs_abnormality	ADGRG6
ENSG00000152822.13	Limbs_abnormality	GRM1
ENSG00000049618.22	Limbs_abnormality	ARID1B
ENSG00000177706.8	Limbs_abnormality	FAM20C
ENSG00000106003.12	Limbs_abnormality	LFNG
ENSG00000242802.6	Limbs_abnormality	AP5Z1
ENSG00000075624.13	Limbs_abnormality	ACTB
ENSG00000214960.9	Limbs_abnormality	ISPD
ENSG00000122691.12	Limbs_abnormality	TWIST1
ENSG00000122591.11	Limbs_abnormality	FAM126A
ENSG00000005073.5	Limbs_abnormality	HOXA11
ENSG00000106031.7	Limbs_abnormality	HOXA13
ENSG00000106080.10	Limbs_abnormality	FKBP14
ENSG00000106105.13	Limbs_abnormality	GARS
ENSG00000164619.8	Limbs_abnormality	BMPER
ENSG00000106571.12	Limbs_abnormality	GLI3
ENSG00000132437.17	Limbs_abnormality	DDC
ENSG00000169919.16	Limbs_abnormality	GUSB
ENSG00000126524.9	Limbs_abnormality	SBDS
ENSG00000158321.15	Limbs_abnormality	AUTS2
ENSG00000106638.15	Limbs_abnormality	TBL2
ENSG00000127948.15	Limbs_abnormality	POR
ENSG00000106211.8	Limbs_abnormality	HSPB1
ENSG00000075223.13	Limbs_abnormality	SEMA3C
ENSG00000127980.15	Limbs_abnormality	PEX1
ENSG00000164692.17	Limbs_abnormality	COL1A2
ENSG00000105880.4	Limbs_abnormality	DLX5
ENSG00000070669.16	Limbs_abnormality	ASNS
ENSG00000106397.11	Limbs_abnormality	PLOD3
ENSG00000006652.13	Limbs_abnormality	IFRD1
ENSG00000105974.11	Limbs_abnormality	CAV1
ENSG00000106344.8	Limbs_abnormality	RBM28
ENSG00000128591.15	Limbs_abnormality	FLNC
ENSG00000064419.13	Limbs_abnormality	TNPO3
ENSG00000106477.18	Limbs_abnormality	CEP41
ENSG00000059377.16	Limbs_abnormality	TBXAS1
ENSG00000157764.12	Limbs_abnormality	BRAF
ENSG00000188037.10	Limbs_abnormality	CLCN1
ENSG00000106462.10	Limbs_abnormality	EZH2
ENSG00000164885.12	Limbs_abnormality	CDK5
ENSG00000130226.16	Limbs_abnormality	DPP6
ENSG00000164690.7	Limbs_abnormality	SHH
ENSG00000105983.20	Limbs_abnormality	LMBR1
ENSG00000130675.14	Limbs_abnormality	MNX1
ENSG00000105993.14	Limbs_abnormality	DNAJB6
ENSG00000136574.17	Limbs_abnormality	GATA4
ENSG00000147416.10	Limbs_abnormality	ATP6V1B2
ENSG00000168484.12	Limbs_abnormality	SFTPC
ENSG00000277586.2	Limbs_abnormality	NEFL
ENSG00000171320.14	Limbs_abnormality	ESCO2
ENSG00000165392.9	Limbs_abnormality	WRN
ENSG00000147475.14	Limbs_abnormality	ERLIN2
ENSG00000085788.13	Limbs_abnormality	DDHD2
ENSG00000077782.19	Limbs_abnormality	FGFR1
ENSG00000029534.19	Limbs_abnormality	ANK1
ENSG00000253729.7	Limbs_abnormality	PRKDC
ENSG00000104331.8	Limbs_abnormality	IMPAD1
ENSG00000171316.11	Limbs_abnormality	CHD7
ENSG00000137561.4	Limbs_abnormality	TTPA
ENSG00000172817.3	Limbs_abnormality	CYP7B1
ENSG00000104313.17	Limbs_abnormality	EYA1
ENSG00000175606.10	Limbs_abnormality	TMEM70
ENSG00000104381.12	Limbs_abnormality	GDAP1
ENSG00000104267.9	Limbs_abnormality	CA2
ENSG00000156471.12	Limbs_abnormality	PTDSS1
ENSG00000132549.18	Limbs_abnormality	VPS13B
ENSG00000147647.12	Limbs_abnormality	DPYS
ENSG00000104447.12	Limbs_abnormality	TRPS1
ENSG00000182197.10	Limbs_abnormality	EXT1
ENSG00000164761.8	Limbs_abnormality	TNFRSF11B
ENSG00000064313.11	Limbs_abnormality	TAF2
ENSG00000104419.14	Limbs_abnormality	NDRG1
ENSG00000126233.1	Limbs_abnormality	SLURP1
ENSG00000179950.13	Limbs_abnormality	PUF60
ENSG00000178209.14	Limbs_abnormality	PLEC
ENSG00000185803.8	Limbs_abnormality	SLC52A2
ENSG00000160957.12	Limbs_abnormality	RECQL4
ENSG00000137090.11	Limbs_abnormality	DMRT1
ENSG00000080503.22	Limbs_abnormality	SMARCA2
ENSG00000099810.18	Limbs_abnormality	MTAP
ENSG00000107201.9	Limbs_abnormality	DDX58
ENSG00000137074.18	Limbs_abnormality	APTX
ENSG00000137070.17	Limbs_abnormality	IL11RA
ENSG00000165280.15	Limbs_abnormality	VCP
ENSG00000165282.13	Limbs_abnormality	PIGO
ENSG00000269900.3	Limbs_abnormality	RMRP
ENSG00000198467.13	Limbs_abnormality	TPM2
ENSG00000070610.14	Limbs_abnormality	GBA2
ENSG00000159899.14	Limbs_abnormality	NPR2
ENSG00000159921.14	Limbs_abnormality	GNE
ENSG00000165060.11	Limbs_abnormality	FXN
ENSG00000197969.11	Limbs_abnormality	VPS13A
ENSG00000156052.10	Limbs_abnormality	GNAQ
ENSG00000135069.13	Limbs_abnormality	PSAT1
ENSG00000169071.14	Limbs_abnormality	ROR2
ENSG00000185963.13	Limbs_abnormality	BICD2
ENSG00000158169.12	Limbs_abnormality	FANCC
ENSG00000106799.12	Limbs_abnormality	TGFBR1
ENSG00000106692.13	Limbs_abnormality	FKTN
ENSG00000030304.13	Limbs_abnormality	MUSK
ENSG00000196739.14	Limbs_abnormality	COL27A1
ENSG00000119401.10	Limbs_abnormality	TRIM32
ENSG00000136931.9	Limbs_abnormality	NR5A1
ENSG00000136944.17	Limbs_abnormality	LMX1B
ENSG00000148356.13	Limbs_abnormality	LRSAM1
ENSG00000119392.14	Limbs_abnormality	GLE1
ENSG00000119333.11	Limbs_abnormality	WDR34
ENSG00000175283.7	Limbs_abnormality	DOLK
ENSG00000130714.15	Limbs_abnormality	POMT1
ENSG00000107290.13	Limbs_abnormality	SETX
ENSG00000165699.13	Limbs_abnormality	TSC1
ENSG00000197859.9	Limbs_abnormality	ADAMTSL2
ENSG00000130635.15	Limbs_abnormality	COL5A1
ENSG00000165688.11	Limbs_abnormality	PMPCA
ENSG00000148400.9	Limbs_abnormality	NOTCH1
ENSG00000198569.9	Limbs_abnormality	SLC34A3
ENSG00000181090.19	Limbs_abnormality	EHMT1
ENSG00000107537.13	Limbs_abnormality	PHYH
ENSG00000077943.7	Limbs_abnormality	ITGA8
ENSG00000165996.13	Limbs_abnormality	HACD1
ENSG00000168267.6	Limbs_abnormality	PTF1A
ENSG00000165731.18	Limbs_abnormality	RET
ENSG00000263761.2	Limbs_abnormality	GDF2
ENSG00000122877.15	Limbs_abnormality	EGR2
ENSG00000138346.14	Limbs_abnormality	DNA2
ENSG00000198954.7	Limbs_abnormality	KIF1BP
ENSG00000156515.21	Limbs_abnormality	HK1
ENSG00000198246.7	Limbs_abnormality	SLC29A3
ENSG00000197746.13	Limbs_abnormality	PSAP
ENSG00000122863.5	Limbs_abnormality	CHST3
ENSG00000182180.13	Limbs_abnormality	MRPS16
ENSG00000156110.13	Limbs_abnormality	ADK
ENSG00000156650.12	Limbs_abnormality	KAT6B
ENSG00000122367.19	Limbs_abnormality	LDB3
ENSG00000107779.13	Limbs_abnormality	BMPR1A
ENSG00000198682.12	Limbs_abnormality	PAPSS2
ENSG00000171862.10	Limbs_abnormality	PTEN
ENSG00000059573.8	Limbs_abnormality	ALDH18A1
ENSG00000119977.20	Limbs_abnormality	TCTN3
ENSG00000138185.18	Limbs_abnormality	ENTPD1
ENSG00000155256.17	Limbs_abnormality	ZFYVE27
ENSG00000213341.10	Limbs_abnormality	CHUK
ENSG00000166167.17	Limbs_abnormality	BTRC
ENSG00000076685.18	Limbs_abnormality	NT5C2
ENSG00000214413.7	Limbs_abnormality	BBIP1
ENSG00000108061.11	Limbs_abnormality	SHOC2
ENSG00000151929.9	Limbs_abnormality	BAG3
ENSG00000066468.22	Limbs_abnormality	FGFR2
ENSG00000154473.17	Limbs_abnormality	BUB3
ENSG00000188690.12	Limbs_abnormality	UROS
ENSG00000206013.2	Limbs_abnormality	IFITM5
ENSG00000174775.16	Limbs_abnormality	HRAS
ENSG00000130598.15	Limbs_abnormality	TNNI2
ENSG00000130600.17	Limbs_abnormality	H19
ENSG00000129757.12	Limbs_abnormality	CDKN1C
ENSG00000167323.11	Limbs_abnormality	STIM1
ENSG00000244734.3	Limbs_abnormality	HBB
ENSG00000133812.15	Limbs_abnormality	SBF2
ENSG00000186104.10	Limbs_abnormality	CYP2R1
ENSG00000006071.12	Limbs_abnormality	ABCC8
ENSG00000165970.11	Limbs_abnormality	SLC6A5
ENSG00000171714.10	Limbs_abnormality	ANO5
ENSG00000085063.14	Limbs_abnormality	CD59
ENSG00000052850.5	Limbs_abnormality	ALX4
ENSG00000157613.10	Limbs_abnormality	CREB3L1
ENSG00000165915.13	Limbs_abnormality	SLC39A13
ENSG00000166801.15	Limbs_abnormality	FAM111A
ENSG00000149541.9	Limbs_abnormality	B3GAT3
ENSG00000168000.14	Limbs_abnormality	BSCL2
ENSG00000184743.12	Limbs_abnormality	ATL3
ENSG00000175334.7	Limbs_abnormality	BANF1
ENSG00000175115.11	Limbs_abnormality	PACS1
ENSG00000174684.6	Limbs_abnormality	B4GAT1
ENSG00000175505.10	Limbs_abnormality	CLCF1
ENSG00000110711.9	Limbs_abnormality	AIP
ENSG00000162337.11	Limbs_abnormality	LRP5
ENSG00000132740.8	Limbs_abnormality	IGHMBP2
ENSG00000172893.15	Limbs_abnormality	DHCR7
ENSG00000165458.13	Limbs_abnormality	INPPL1
ENSG00000168014.16	Limbs_abnormality	C2CD3
ENSG00000109861.15	Limbs_abnormality	CTSC
ENSG00000087053.18	Limbs_abnormality	MTMR2
ENSG00000196611.4	Limbs_abnormality	MMP1
ENSG00000137745.11	Limbs_abnormality	MMP13
ENSG00000187240.13	Limbs_abnormality	DYNC2H1
ENSG00000149311.18	Limbs_abnormality	ATM
ENSG00000109846.7	Limbs_abnormality	CRYAB
ENSG00000109906.13	Limbs_abnormality	ZBTB16
ENSG00000172269.18	Limbs_abnormality	DPAGT1
ENSG00000110395.6	Limbs_abnormality	CBL
ENSG00000110400.10	Limbs_abnormality	NECTIN1
ENSG00000109929.9	Limbs_abnormality	SC5D
ENSG00000198331.10	Limbs_abnormality	HYLS1
ENSG00000151702.16	Limbs_abnormality	FLI1
ENSG00000120457.11	Limbs_abnormality	KCNJ5
ENSG00000151067.21	Limbs_abnormality	CACNA1C
ENSG00000118972.1	Limbs_abnormality	FGF23
ENSG00000111262.5	Limbs_abnormality	KCNA1
ENSG00000139190.16	Limbs_abnormality	VAMP1
ENSG00000126749.14	Limbs_abnormality	EMG1
ENSG00000184344.3	Limbs_abnormality	GDF3
ENSG00000111341.9	Limbs_abnormality	MGP
ENSG00000172572.6	Limbs_abnormality	PDE3A
